gid;name;number_;address;open;available;free;total;ticket;updated_at;globalid;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
901593;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;13;Alfonso el Magnánimo - Nave;T;22;2;24;T;28/11/2022 10:51:09;{BBEBA9EA-B22F-464B-AD96-B2152986149E};;;;;"{""coordinates"": [-0.37087436964085335, 39.4720623227334], ""type"": ""Point""}";39.4720623227334,-0.37087436964085335
901588;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;8;Plaza de la Reina - Mar;F;8;1;9;T;28/11/2022 10:51:09;{6916FEB0-019C-4E0F-8A25-880E2EEDB0AC};;;;;"{""coordinates"": [-0.3750843825510484, 39.47432033281947], ""type"": ""Point""}";39.47432033281947,-0.3750843825510484
901594;014_BARÓN CARCER;14;Huesca - Barón de Cárcer;T;14;6;20;T;28/11/2022 10:51:09;{8F7E59B3-B517-4D38-B3CF-08481B7B0406};;;;;"{""coordinates"": [-0.37972440222295445, 39.46896731649349], ""type"": ""Point""}";39.46896731649349,-0.37972440222295445
901598;018_COLON II;18;Colón 20-22;T;24;0;24;T;28/11/2022 10:51:09;{F86C881F-FFBC-400E-B3A7-3F19A7C203A9};;;;;"{""coordinates"": [-0.37312937987373457, 39.468191311513856], ""type"": ""Point""}";39.468191311513856,-0.37312937987373457
901600;020_FERNANDO_EL_CATOLICO_CALLE_QUART;20;Quart - Fernando el Católico;T;6;10;16;T;28/11/2022 10:51:09;{4BCD54AA-DB47-421B-A0F8-DD62A2E2A904};;;;;"{""coordinates"": [-0.3878474253260651, 39.47503434099054], ""type"": ""Point""}";39.47503434099054,-0.3878474253260651
901614;34_AVDA. ANTIGUO REINO DE VALENCIA;34;Regne de Valencia - Doctor Sumsi;T;3;14;17;F;28/11/2022 10:51:09;{5016A787-1D30-4725-B253-6AC4B0038C11};;;;;"{""coordinates"": [-0.36996137299092113, 39.46412229654908], ""type"": ""Point""}";39.46412229654908,-0.36996137299092113
901620;40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL;40;Barcas, 11;T;10;16;26;T;28/11/2022 10:51:09;{CC4CECB5-A436-40C5-9E4B-5B9662C64652};;;;;"{""coordinates"": [-0.3748243837183276, 39.470466319701956], ""type"": ""Point""}";39.470466319701956,-0.3748243837183276
901603;023_GRAN_VIA_FERNANDO_EL_CATOLICO;23;Fernando el Católico - Erudito Orellana;T;15;4;19;T;28/11/2022 10:51:09;{7936B1AF-9791-4808-9DAF-11F4E46EF5F4};;;;;"{""coordinates"": [-0.3861784216967592, 39.471628328748515], ""type"": ""Point""}";39.471628328748515,-0.3861784216967592
901605;025_CALLE_DEL_ALBERIC;25;Alberique, 18 (Abastos);T;5;18;23;T;28/11/2022 10:51:09;{78883CC0-90D9-40A1-8D54-0FC348200C66};;;;;"{""coordinates"": [-0.38861043334080225, 39.46772931656263], ""type"": ""Point""}";39.46772931656263,-0.38861043334080225
901609;029_PLAZA AMERICA;29;Plaza América - Cirilo Amorós - Sorní;T;13;7;20;T;28/11/2022 10:51:09;{4DE13D95-E817-4610-BC1D-6B829E7328B9};;;;;"{""coordinates"": [-0.3652993525279599, 39.47011231364647], ""type"": ""Point""}";39.47011231364647,-0.3652993525279599
901613;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;33;Germanías - Ruzafa;T;14;6;20;T;28/11/2022 10:51:09;{C860EA9A-CDBD-4CAE-B836-4115C4455AEB};;;;;"{""coordinates"": [-0.37399038562310283, 39.46481830023885], ""type"": ""Point""}";39.46481830023885,-0.37399038562310283
901617;37_AVDA. PERIS Y VALERO;37;Peris y Valero - Luis Santángel;T;6;14;20;T;28/11/2022 10:51:09;{110DD678-D84E-44EA-9FBB-C840E94DE634};;;;;"{""coordinates"": [-0.3664406250017559, 39.460937800028375], ""type"": ""Point""}";39.460937800028375,-0.3664406250017559
901619;39_AVDA. PERIS Y VALERO;39;Peris y Valero - Cuba;T;0;19;19;T;28/11/2022 10:51:09;{B0EFB954-DAD8-4FA3-98F8-F0FE2DF175CF};;;;;"{""coordinates"": [-0.3739313916673185, 39.457854277261184], ""type"": ""Point""}";39.457854277261184,-0.3739313916673185
901630;50_AVDA. AUTOPISTA DEL SALER;50;Autopista del Saler - Antonio Ferrandis (C.C. El Saler);T;23;17;40;T;28/11/2022 10:51:09;{818538C0-0D0D-417B-97A2-916B511C4D58};;;;;"{""coordinates"": [-0.3528593228128155, 39.453318252515686], ""type"": ""Point""}";39.453318252515686,-0.3528593228128155
901632;52_C/ LUIS GARCIA BERLANGA;52;Luis García Berlanga Martí - Menorca;T;13;11;25;T;28/11/2022 10:51:09;{806C8521-E7DC-4278-8814-94946C412DD9};;;;;"{""coordinates"": [-0.3463402980947426, 39.45603425797373], ""type"": ""Point""}";39.45603425797373,-0.3463402980947426
901634;54_PASEO ALAMEDA;54;Plaza de Europa;T;1;18;20;T;28/11/2022 10:51:09;{D43D8696-B5CD-4A49-A117-8A8EF0C2C952};;;;;"{""coordinates"": [-0.3526903171951741, 39.459778273617445], ""type"": ""Point""}";39.459778273617445,-0.3526903171951741
901640;060_AVDA.BALEARES II;60;Baleares - Lebón;T;1;18;19;F;28/11/2022 10:51:09;{4466439A-4F85-459E-BDBC-048B21A016BE};;;;;"{""coordinates"": [-0.3517763125261459, 39.46223128102797], ""type"": ""Point""}";39.46223128102797,-0.3517763125261459
901648;068_AVDA. DEL PUERTO IV;68;Av. Puerto - José Aguilar;T;0;19;20;T;28/11/2022 10:51:09;{055307EF-B660-4D41-AB62-59EE922DAA55};;;;;"{""coordinates"": [-0.3417332778594022, 39.46280327868023], ""type"": ""Point""}";39.46280327868023,-0.3417332778594022
901694;114_ADOLFO SUAREZ;114;UPV Informática;T;23;7;30;F;28/11/2022 10:51:09;{74158F2C-9423-4CC6-9D34-268D1B9E50E7};;;;;"{""coordinates"": [-0.346591279156021, 39.4818043438759], ""type"": ""Point""}";39.4818043438759,-0.346591279156021
901696;116_C/ DR. VICENTE ZARAGOZA;116;Doctor Vicente Zaragozá - Ramón Asensio;T;1;14;15;T;28/11/2022 10:51:09;{D2664FBE-2D6B-4253-B70E-F048F4B3F0E1};;;;;"{""coordinates"": [-0.3575613154471814, 39.48325335356676], ""type"": ""Point""}";39.48325335356676,-0.3575613154471814
901702;122_C_MÚSICO HIPÓLITO MARTÍNEZ;122;Músico Hipólito Martínez - Diógenes López Mecho;T;0;15;15;F;28/11/2022 10:51:09;{870EFA38-2168-4137-8071-67F5423C6172};;;;;"{""coordinates"": [-0.3540663028794564, 39.48448535604776], ""type"": ""Point""}";39.48448535604776,-0.3540663028794564
901706;126_C/ ALFAUIR;126;Alfahuir - José Chabas Bordehore;T;0;9;20;F;28/11/2022 10:51:09;{3DB22C2E-1D61-41C3-B606-DDAA936A74E2};;;;;"{""coordinates"": [-0.36010431604895277, 39.49309838788837], ""type"": ""Point""}";39.49309838788837,-0.36010431604895277
901708;128_C/ ALFAUIR;128;Alfahuir - Peñiscola;T;11;14;25;T;28/11/2022 10:51:09;{1A06077A-C8FC-4FA5-A713-101BF570F584};;;;;"{""coordinates"": [-0.367544345093534, 39.48876637693274], ""type"": ""Point""}";39.48876637693274,-0.367544345093534
